listing_name,city,locality,property_type,bhk,carpet_area_sqft,price_inr,price_per_sqft_calc,baths,has_balcony
"R.K. Hegde Nagar, Bangalore",Bangalore,R.K. Hegde Nagar,Independent House,4.0,2300,15500000.0,6739.130434782609,4,1
"bilekh,Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",Bangalore,Bilekahalli,Apartment,3.0,1500,8900000.0,5933.333333333333,3,0
Mangala Elite,Bangalore,Hennur,Apartment,2.0,1150,5000000.0,4347.826086956522,3,0
"Bommanahalli, Bangalore",Bangalore,Bommanahalli,Apartment,1.0,470,1800000.0,3829.7872340425533,2,0
"Eagle Ridge, Doddakammanahalli,Bangalore",Bangalore,Doddakammanahalli,Villa,5.0,2400,2500000.0,1041.6666666666667,4,1
Prabhavathi Ridge,Bangalore,Hulimavu,Apartment,1.0,542,3000000.0,5535.055350553505,2,1
"A Narayanapura, Mahadevapura,Bangalore",Bangalore,Mahadevapura,Independent House,3.0,1600,10000000.0,6250.0,3,0
"aakhta,Nagavara Village, Nagavara,Bangalore",Bangalore,Nagavara,Apartment,2.0,600,3200000.0,5333.333333333333,2,1
"Vallabh ,Simhadri Layout, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Apartment,4.0,2000,9500000.0,4750.0,3,1
Kethana Eternal Blossom,Bangalore,Kadubeesanahalli,Apartment,2.0,1200,9000000.0,7500.0,3,1
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,Banashankari 6th Stage 6th Block,Independent House,4.0,2260,12700000.0,5619.469026548672,4,1
DS Max Skylishcious by DS-MAX Properties Private Limited,Bangalore,Mattanahalli,Apartment,2.0,1200,4500000.0,3750.0,3,0
"Apartments ,Teachers Colony, Chandapura,Bangalore",Bangalore,Chandapura,Apartment,2.0,1109,5700000.0,5139.765554553652,3,1
SLS Symphony by SLS Properties,Bangalore,Dasarahalli,Apartment,2.0,1240,7000000.0,5645.1612903225805,3,0
Aristo 8 Cross Road Hoysala Nagar Ramamurthy Nagar,Bangalore,Horamavu,Independent House,4.0,2200,16000000.0,7272.727272727273,4,1
"Muthurayya Swamy Layout, Hulimavu,Bangalore",Bangalore,Hulimavu,Independent House,2.0,600,7000000.0,11666.666666666666,2,0
"Simhadri Layout, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Independent House,6.0,3700,24000000.0,6486.486486486487,1,1
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,Banashankari,Independent House,5.0,990,10500000.0,10606.060606060606,3,0
"Muthurayya Swamy Layout, Hulimavu,Bangalore",Bangalore,Hulimavu,Independent House,2.0,1400,7000000.0,5000.0,3,1
Vista Innovation,Bangalore,BTM Layout,Apartment,1.0,586,2700000.0,4607.508532423209,2,1
"Chandra Layout Extension II Stage, Chandra Layout Extension,Bangalore",Bangalore,Chandra Layout Extension,Independent House,8.0,7000,52500000.0,7500.0,6,1
Balaji Apartment,Bangalore,Hegganahalli,Apartment,2.0,1200,6500000.0,5416.666666666667,3,0
"Prakash Nagar, Rajajinagar,Bangalore",Bangalore,Rajajinagar,Independent House,9.0,3000,15500000.0,5166.666666666667,4,1
Adithya Residency,Bangalore,Anjanapura Township,Apartment,2.0,740,3000000.0,4054.054054054054,2,0
"Nelamangala, Bangalore",Bangalore,Nelamangala,Apartment,3.0,1500,5000000.0,3333.3333333333335,3,1
SMC Classic,Bangalore,Srirampuram,Apartment,2.0,1016,8200000.0,8070.866141732284,3,0
"Amrutahalli, Bangalore",Bangalore,Amrutahalli,Apartment,2.0,850,3500000.0,4117.64705882353,3,0
"Reliaable Tranquil Layout, Bangalore",Bangalore,Reliaable Tranquil Layout,Independent House,5.0,2600,12000000.0,4615.384615384615,4,1
"Golden pearl villas,Sarjapur, Bangalore",Bangalore,Sarjapur,Villa,3.0,2400,16000000.0,6666.666666666667,4,1
"Ajantha Vihar,Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",Bangalore,Yelahanka New Town,Apartment,4.0,2025,13000000.0,6419.753086419753,4,1
"Kanaka Nagar, NRI Layout,Bangalore",Bangalore,NRI Layout,Independent House,3.0,2200,8500000.0,3863.6363636363635,4,1
"Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",Bangalore,Yelahanka New Town,Independent House,3.0,1500,6500000.0,4333.333333333333,3,0
"Victoria Layout, Bangalore",Bangalore,Victoria Layout,Independent House,2.0,1372,18000000.0,13119.533527696793,3,0
"Railway Layout, Jnana Ganga Nagar,Bangalore",Bangalore,Jnana Ganga Nagar,Independent House,3.0,1100,12600000.0,11454.545454545454,3,0
"Sulthangunta, Shivaji Nagar,Bangalore",Bangalore,Shivaji Nagar,Apartment,2.0,900,7500000.0,8333.333333333334,3,1
Prestige Misty Waters,Bangalore,Nagavara,Apartment,2.0,1349,12500000.0,9266.12305411416,3,0
"RAGHVENDRA,Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",Bangalore,Yelahanka New Town,Independent House,3.0,1550,6500000.0,4193.548387096775,3,0
Perody Guru,Bangalore,Bommanahalli,Apartment,1.0,766,4600000.0,6005.221932114882,2,1
"Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",Bangalore,Bilekahalli,Independent House,5.0,1000,11000000.0,11000.0,3,1
"Devarachikkana Halli, Bangalore",Bangalore,Devarachikkana Halli,Independent House,6.0,820,12000000.0,14634.146341463415,3,0
DS Max Samruddhi,Bangalore,Annapurneshwari Nagar,Apartment,2.0,1200,5000000.0,4166.666666666667,3,1
"8th Phase, JP Nagar,Bangalore",Bangalore,JP Nagar,Independent House,5.0,600,13000000.0,21666.666666666668,2,0
DSMAX SANTHRUPTHI,Bangalore,Jnana Ganga Nagar,Apartment,2.0,1166,6500000.0,5574.614065180103,3,1
"Abhee Nakshatra ,Sarjapur, Bangalore",Bangalore,Sarjapur,Apartment,2.0,1214,7500000.0,6177.924217462933,3,0
SSVR Urban Flora,Bangalore,Nagondanahalli,Apartment,2.0,1080,4990000.0,4620.37037037037,3,1
Srivari Ashraya,Bangalore,Devarachikkana Halli,Apartment,3.0,1500,7000000.0,4666.666666666667,3,1
"Belagumba, Bangalore",Bangalore,Belagumba,Apartment,3.0,3000,20000000.0,6666.666666666667,4,1
"Rayasandra, Bangalore",Bangalore,Rayasandra,Independent House,9.0,3000,22599999.999999996,7533.333333333332,3,1
"Sadashiv Apartments,Langford Gardens, Bangalore",Bangalore,Langford Gardens,Apartment,3.0,1600,22000000.0,13750.0,3,0
"Victoria Layout, Bangalore",Bangalore,Victoria Layout,Independent House,4.0,1372,18000000.0,13119.533527696793,3,1
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,Banashankari,Villa,5.0,4000,18500000.0,4625.0,3,1
"Ramohalli, Bangalore",Bangalore,Ramohalli,Independent House,2.0,800,3900000.0,4875.0,5,0
"Ramohalli, Bangalore",Bangalore,Ramohalli,Independent House,2.0,800,3900000.0,4875.0,5,0
"Ramohalli, Bangalore",Bangalore,Ramohalli,Independent House,3.0,1200,4600000.0,3833.3333333333335,3,0
"MAHVEER WILLET,Hampapura, Bangalore",Bangalore,Hampapura,Apartment,2.0,1171,5000000.0,4269.854824935952,3,0
Sapphire,Bangalore,BTM Layout,Apartment,2.0,701,6000000.0,8559.201141226818,2,1
Grand Edifice,Bangalore,Hoskote,Apartment,3.0,2000,6000000.0,3000.0,5,1
Ganesha Residency by Ganesha Builder,Bangalore,Kothanur,Apartment,2.0,720,2700000.0,3750.0,2,0
"Apartments ,Haralur, Bangalore",Bangalore,Haralur,Apartment,2.0,851,3700000.0,4347.826086956522,3,0
Karsten Palm Groves,Bangalore,Anekal,Apartment,2.0,704,2600000.0,3693.181818181818,2,0
Vrindavan Bliss,Bangalore,Rajanukunte,Independent House,2.0,3200,7900000.0,2468.75,2,1
Shriram Greenfield O2 Homes,Bangalore,Bendiganahalli,Apartment,2.0,935,5999000.0,6416.042780748663,3,0
"Cleveland Town, Frazer Town,Bangalore",Bangalore,Frazer Town,Independent House,4.0,900,14000000.0,15555.555555555555,3,1
DS Max Sprint,Bangalore,R. T. Nagar,Apartment,2.0,950,3800000.0,4000.0,3,1
"Ramohalli, Bangalore",Bangalore,Ramohalli,Independent House,2.0,800,3800000.0,4750.0,2,1
"8th Phase, JP Nagar,Bangalore",Bangalore,JP Nagar,Independent House,10.0,3500,20000000.0,5714.285714285715,1,1
Desire,Bangalore,Frazer Town,Apartment,3.0,1700,12800000.0,7529.411764705882,3,1
"Manayata Tech Park, Thanisandra,Bangalore",Bangalore,Thanisandra,Villa,5.0,2500,11500000.0,4600.0,4,1
"Jakkuru Village, Jakkur,Bangalore",Bangalore,Jakkur,Independent House,1.0,1100,16500000.0,15000.0,3,1
"Cheemasandra, Bangalore",Bangalore,Cheemasandra,Independent House,5.0,1500,6700000.0,4466.666666666667,3,0
"Nyanappana Halli, Hulimavu,Bangalore",Bangalore,Hulimavu,Independent House,2.0,600,700000.0,1166.6666666666667,2,0
"Chelekare, Hennur,Bangalore",Bangalore,Hennur,Independent House,6.0,600,5000000.0,8333.333333333334,2,1
Prabhavathi Square,Bangalore,Bommanahalli,Apartment,2.0,804,3860000.0,4800.995024875622,3,0
Brigade Altamont,Bangalore,Narayanapura,Independent House,3.0,1200,10000000.0,8333.333333333334,3,0
"Hemmigepura, Bangalore",Bangalore,Hemmigepura,Independent House,3.0,2400,12000000.0,5000.0,4,1
"NR Colony, Basavanagudi,Bangalore",Bangalore,Basavanagudi,Independent House,6.0,4200,90000000.0,21428.571428571428,5,1
"Govindapura, Nagavara,Bangalore",Bangalore,Nagavara,Independent House,8.0,3100,11500000.0,3709.6774193548385,1,1
"Padmanabhanagar, Bangalore",Bangalore,Padmanabhanagar,Independent House,3.0,1200,20000000.0,16666.666666666668,3,1
Gopalan Urban Woods by Gopalan Enterprises,Bangalore,Brookefield,Villa,4.0,3562,23000000.0,6457.046603032005,1,1
Purva Palm Beach,Bangalore,Kyalasanahalli,Apartment,3.0,1943,40000000.0,20586.72156459084,3,1
"Stage 2, BTM Layout,Bangalore",Bangalore,BTM Layout,Independent House,8.0,3000,14800000.0,4933.333333333333,4,1
LIC Homes,Bangalore,Madanayakahalli,Apartment,2.0,974,4000000.0,4106.776180698152,3,1
"Nanja Reddy Colony, Jeevanbheemanagar,Bangalore",Bangalore,Jeevanbheemanagar,Villa,1.0,630,1800000.0,2857.1428571428573,2,0
"Sukhada E,Puttappa Layout, New Thippasandra,Bangalore",Bangalore,New Thippasandra,Apartment,2.0,980,5200000.0,5306.122448979592,3,1
"Lakshmamma Layout, Jogupalya,Bangalore",Bangalore,Jogupalya,Independent House,5.0,5500,60000000.0,10909.09090909091,5,1
"Hoodi, Bangalore",Bangalore,Hoodi,Independent House,3.0,3000,11000000.0,3666.6666666666665,4,1
"Kuvempu Nagar, Bikasipura,Bangalore",Bangalore,Bikasipura,Independent House,8.0,3600,20000000.0,5555.555555555556,6,1
"Garebhavipalya, GB Palya,Bangalore",Bangalore,GB Palya,Independent House,9.0,4500,15000000.0,3333.3333333333335,5,1
Emerald Enclave,Bangalore,Chikkaballapura,Apartment,2.0,975,3000000.0,3076.923076923077,3,0
"Chandra Layout Extension II Stage, Chandra Layout Extension,Bangalore",Bangalore,Chandra Layout Extension,Independent House,4.0,1200,23000000.0,19166.666666666668,3,0
"M Royal county ,Bannerughatta, Bangalore",Bangalore,Bannerughatta,Independent House,1.0,600,2400000.0,4000.0,2,0
"Veer Sandra, Electronic City Phase II,Bangalore",Bangalore,Electronic City Phase II,Independent House,6.0,1600,8000000.0,5000.0,3,0
"12 AISKIM house 4th cross Anandareddy lyt,Electronic City Phase II, Bangalore",Bangalore,Electronic City Phase II,Independent House,9.0,3400,14000000.0,4117.64705882353,3,1
"Budigere Cross, Bangalore",Bangalore,Budigere Cross,Villa,3.0,2150,9900000.0,4604.6511627906975,4,1
"Syndicate Bank Employees Housing Society Layout, Bangalore",Bangalore,Syndicate Bank Employees Housing Society Layout,Independent House,3.0,4500,14000000.0,3111.1111111111113,5,1
"Chandra Layout, Attiguppe,Bangalore",Bangalore,Attiguppe,Independent House,8.0,7000,52500000.0,7500.0,6,1
Unicca Emporis,Bangalore,Madhura Nagar,Apartment,2.0,1791,12500000.0,6979.3411501954215,3,1
"Chansandra, Bangalore",Bangalore,Chansandra,Villa,2.0,1200,3800000.0,3166.6666666666665,3,1
"Yelahanka Airforce Base, Kattigenahalli,Bangalore",Bangalore,Kattigenahalli,Independent House,7.0,3500,14000000.0,4000.0,2,1
"Yelahanka Airforce Base, Kattigenahalli,Bangalore",Bangalore,Kattigenahalli,Independent House,7.0,3100,13000000.0,4193.548387096775,5,1
Kumar Princetown by Kumar Properties,Bangalore,Jalahalli,Apartment,2.0,790,4700000.0,5949.367088607595,2,0
"Gupta Layout, Ulsoor,Bangalore",Bangalore,Ulsoor,Independent House,2.0,630,6500000.0,10317.460317460318,2,1
"Railway Layout, Jnana Ganga Nagar,Bangalore",Bangalore,Jnana Ganga Nagar,Independent House,4.0,3400,25000000.0,7352.941176470588,2,1
"sai sakthi residency,Jayanagar Housing Society Layout, Subramanyapura,Bangalore",Bangalore,Subramanyapura,Apartment,3.0,1500,6500000.0,4333.333333333333,3,0
"Chamrajpet, Bangalore",Bangalore,Chamrajpet,Independent House,3.0,1500,9400000.0,6266.666666666667,3,0
"ALUFA,Kanaka Nagar, Hebbal,Bangalore",Bangalore,Hebbal,Apartment,1.0,480,2600000.0,5416.666666666667,2,1
"Nanjamba Agrahara, Chamrajpet,Bangalore",Bangalore,Chamrajpet,Independent House,10.0,4400,22500000.0,5113.636363636364,5,1
"Hampapura, Bangalore",Bangalore,Hampapura,Independent House,4.0,2200,16500000.0,7500.0,4,1
"Dasarahalli, Bangalore",Bangalore,Dasarahalli,Independent House,6.0,5300,27500000.0,5188.679245283019,5,1
"Vinayak Nagar, Kattigenahalli,Bangalore",Bangalore,Kattigenahalli,Independent House,4.0,3200,12000000.0,3750.0,2,1
"Gundappa Layout, Gottigere,Bangalore",Bangalore,Gottigere,Independent House,6.0,5600,25000000.0,4464.285714285715,5,1
"HARSHA APARTMENTS,Kumara Park West, Sheshadripuram,Bangalore",Bangalore,Sheshadripuram,Apartment,4.0,2400,27000000.0,11250.0,4,1
"Rachenahalli, Thanisandra,Bangalore",Bangalore,Thanisandra,Independent House,5.0,1950,6800000.0,3487.1794871794873,3,1
"KPC Layout, Bangalore",Bangalore,KPC Layout,Villa,4.0,1200,32000000.0,26666.666666666668,3,1
"balaji layout,Vajarahalli Colony, Bangalore",Bangalore,Vajarahalli Colony,Apartment,2.0,1100,5000000.0,4545.454545454545,3,0
"hemmig,Hemmigepura, Bangalore",Bangalore,Hemmigepura,Independent House,3.0,2800,29000000.0,10357.142857142857,4,1
Mahaveer Lakes by Mahaveer Group,Bangalore,Sunkalpalya,Apartment,2.0,1010,5500000.0,5445.544554455446,3,1
Cannas JCN Raj Serenity by Cannas Lily Infrastructure Private Limited,Bangalore,Devanahalli,Apartment,5.0,930,4185000.0,4500.0,3,0
"Rachenahalli, Jakkur,Bangalore",Bangalore,Jakkur,Independent House,5.0,2200,13000000.0,5909.090909090909,4,1
"Kammavari Nagara,Hoskote, Bangalore",Bangalore,Hoskote,Independent House,6.0,4200,14500000.0,3452.3809523809523,5,1
"Saraswathipura, Nandini Layout,Bangalore",Bangalore,Nandini Layout,Independent House,6.0,3600,17500000.0,4861.111111111111,5,1
SS residency,Bangalore,Virupakshapura,Apartment,2.0,1150,4500000.0,3913.0434782608695,3,0
"Sunkadakatte, Bangalore",Bangalore,Sunkadakatte,Independent House,10.0,3056,15000000.0,4908.376963350785,6,1
"Brindavan Bliss Apartment,Rajanukunte, Bangalore",Bangalore,Rajanukunte,Apartment,3.0,1475,6500000.0,4406.779661016949,3,0
"Syndicate bank layout ,Herohalli, Sunkadakatte,Bangalore",Bangalore,Sunkadakatte,Independent House,2.0,1350,14000000.0,10370.37037037037,3,1
"Hosapalya, Muneshwara Nagar,Bangalore",Bangalore,Muneshwara Nagar,Independent House,6.0,3000,11500000.0,3833.3333333333335,6,1
"Devaganahalli, Bangalore",Bangalore,Devaganahalli,Independent House,4.0,3400,29000000.0,8529.411764705883,4,1
"Ullal Uppanagar, Bangalore",Bangalore,Ullal Uppanagar,Independent House,5.0,2400,8000000.0,3333.3333333333335,4,1
"Mattanahalli, Bangalore",Bangalore,Mattanahalli,Independent House,4.0,3400,29000000.0,8529.411764705883,4,1
"B Narayanapura, Mahadevapura,Bangalore",Bangalore,Mahadevapura,Independent House,5.0,2400,15500000.0,6458.333333333333,4,1
"Banashankari 3rd Stage, Banashankari,Bangalore",Bangalore,Banashankari,Apartment,2.0,800,4500000.0,5625.0,3,0
"Bidrahalli, Bangalore",Bangalore,Bidrahalli,Independent House,3.0,1600,6500000.0,4062.5,3,0
Shriram Spandhana,Bangalore,Challaghatta,Apartment,3.0,2000,10500000.0,5250.0,4,1
Sigma,Bangalore,Electronic City,Apartment,2.0,1154,4900000.0,4246.100519930676,3,1
Karsten Palm Groves,Bangalore,Marsur,Apartment,3.0,958,4000000.0,4175.365344467641,3,0
"Pattegarhpalya, Vijayanagar,Bangalore",Bangalore,Vijayanagar,Independent House,1.0,330,1800000.0,5454.545454545455,1,1
"Kithaganur Colony, Bangalore",Bangalore,Kithaganur Colony,Independent House,4.0,900,9500000.0,10555.555555555555,3,0
"Basavanapura, Bangalore",Bangalore,Basavanapura,Independent House,2.0,2400,9800000.0,4083.3333333333335,4,1
"Sidedahalli, Bangalore",Bangalore,Sidedahalli,Independent House,3.0,800,8500000.0,10625.0,5,1
"ITI Employees Layout, Mallathahalli,Bangalore",Bangalore,Mallathahalli,Villa,3.0,2100,12500000.0,5952.380952380952,4,1
"ITI Employees Layout, Mallathahalli,Bangalore",Bangalore,Mallathahalli,Villa,3.0,2010,12000000.0,5970.149253731343,4,1
"Dr.Ambedkar Nagar, Yeshwanthpur,Bangalore",Bangalore,Yeshwanthpur,Independent House,8.0,1226,6500000.0,5301.794453507341,3,0
Neeladri Mahal,Bangalore,Jaya Chamarajendra Nagar,Apartment,2.0,1238,9000000.0,7269.789983844911,3,0
Fire The Empyrean Phase1,Bangalore,Kadumuthsandra Plantation,Villa,3.0,1450,5400000.0,3724.137931034483,3,1
"House ,Nagarbhavi, Bangalore",Bangalore,Nagarbhavi,Independent House,7.0,4950,27000000.0,5454.545454545455,5,1
"Junnasandra, Bangalore",Bangalore,Junnasandra,Villa,3.0,1560,8120999.999999999,5205.7692307692305,3,0
"PSR LUXURIOUS VILLE,Sree Narayana Nagar, Kada Agrahara,Bangalore",Bangalore,Kada Agrahara,Independent House,3.0,1800,8600000.0,4777.777777777777,3,1
"Ullal Uppanagar, Bangalore",Bangalore,Ullal Uppanagar,Independent House,1.0,1140,7000000.0,6140.350877192983,3,0
"Bidrahalli, Bangalore",Bangalore,Bidrahalli,Independent House,1.0,600,5200000.0,8666.666666666666,2,1
Tata New Haven Bengaluru Phase V by Tata Value Homes,Bangalore,Dasanapura,Apartment,3.0,1286,8000000.0,6220.839813374806,3,1
"Cleveland Town, Frazer Town,Bangalore",Bangalore,Frazer Town,Independent House,6.0,2312,50900000.0,22015.570934256055,4,1
Lakshmi Villa ,Bangalore,Srirampuram,Apartment,3.0,1500,13000000.0,8666.666666666666,3,1
"Kithaganur Colony, Bangalore",Bangalore,Kithaganur Colony,Independent House,2.0,2000,9500000.0,4750.0,4,1
Keerthana Sai Johith Homes,Bangalore,Yemalur,Apartment,2.0,1180,5700000.0,4830.5084745762715,3,0
BDA Commercial Complex,Bangalore,Kengeri Satellite Town,Apartment,1.0,650,2200000.0,3384.6153846153848,2,0
"Sk residency appartment ,NR Layout, Dooravani Nagar,Bangalore",Bangalore,Dooravani Nagar,Apartment,2.0,1250,4900000.0,3920.0,3,1
Sowparnika Swastika,Bangalore,Bidaraguppe,Apartment,2.0,994,2800000.0,2816.9014084507044,3,1
Pushpam E Town,Bangalore,Handenahalli,Apartment,3.0,1676,6200000.0,3699.2840095465394,3,1
"Bande Mutt, Kengeri Satellite Town,Bangalore",Bangalore,Kengeri Satellite Town,Apartment,1.0,400,1800000.0,4500.0,2,0
"Dommasandra, Bangalore",Bangalore,Dommasandra,Apartment,2.0,920,3500000.0,3804.3478260869565,3,1
"Sri Kanteshwara Nagar, Yeshwanthpur,Bangalore",Bangalore,Yeshwanthpur,Independent House,4.0,2000,12500000.0,6250.0,4,1
"Prabhavathi paramount block A,Gulimangala, Bangalore",Bangalore,Gulimangala,Apartment,2.0,890,2700000.0,3033.7078651685392,3,0
"I CLOUD,Gunjur, Bangalore",Bangalore,Gunjur,Apartment,1.0,774,3500000.0,4521.963824289405,2,0
 Basava Bhavan,Bangalore,Basavanapura,Independent House,2.0,1200,5500000.0,4583.333333333333,3,1
"Srinivasa Nagar, Banashankari,Bangalore",Bangalore,Banashankari,Villa,6.0,1164,18000000.0,15463.917525773197,3,1
"Yemalur, Bangalore",Bangalore,Yemalur,Independent House,7.0,3800,20000000.0,5263.1578947368425,4,1
Abhee Prakruthi Villa,Bangalore,Chandapura,Independent House,3.0,2225,11399999.999999998,5123.595505617976,4,1
"Someshwara Layout, Doddakannelli,Bangalore",Bangalore,Doddakannelli,Independent House,2.0,1200,6500000.0,5416.666666666667,3,1
"Sirimane,Saptagiri Layout, Hosakerehalli,Bangalore",Bangalore,Hosakerehalli,Independent House,3.0,3100,17000000.0,5483.870967741936,3,1
"Terracon Doctors Enclave, Chandapura,Bangalore",Bangalore,Chandapura,Independent House,3.0,2225,11399999.999999998,5123.595505617976,4,1
"Excelsior manor thoppa mudaliar street,Sulthangunta, Shivaji Nagar,Bangalore",Bangalore,Shivaji Nagar,Apartment,2.0,900,6000000.0,6666.666666666667,3,0
"Byregowda Layout, Annapurneshwari Nagar,Bangalore",Bangalore,Annapurneshwari Nagar,Independent House,3.0,1200,24000000.0,20000.0,3,0
"VISL Layout, Talaghattapura,Bangalore",Bangalore,Talaghattapura,Independent House,3.0,2500,12600000.0,5040.0,4,1
Prestige Jade Pavilion,Bangalore,Bhoganhalli,Apartment,4.0,2519,31000000.0,12306.470821754665,4,1
"Herohalli, Sunkadakatte,Bangalore",Bangalore,Sunkadakatte,Independent House,1.0,1200,7000000.0,5833.333333333333,3,0
"BEML Layout, Bagalur,Bangalore",Bangalore,Bagalur,Independent House,4.0,2400,9400000.0,3916.6666666666665,4,1
"Makali, Bangalore",Bangalore,Makali,Independent House,4.0,2500,25000000.0,10000.0,4,1
"Independent Triplex House,Banashankari 6th Stage 6th Block, Bangalore",Bangalore,Banashankari 6th Stage 6th Block,Independent House,3.0,2400,11000000.0,4583.333333333333,4,1
"Nelamangala, Bangalore",Bangalore,Nelamangala,Villa,3.0,800,4100000.0,5125.0,1,0
"Gollarapalya, Bangalore",Bangalore,Gollarapalya,Independent House,3.0,2189,4500000.0,2055.733211512106,4,1
"NR Layout, Dooravani Nagar,Bangalore",Bangalore,Dooravani Nagar,Independent House,4.0,1200,13500000.0,11250.0,3,0
SV Luxuria,Bangalore,Talaghattapura,Apartment,2.0,1100,5720000.0,5200.0,3,0
Sandeep Kolimi Heights,Bangalore,Ulsoor,Apartment,2.0,1200,14500000.0,12083.333333333334,3,1
